2018-02-24 10:58:03,861 [Worker-2] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2018-02-24 12:16:22,855 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-24 12:56:33,144 [Worker-2] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-24 13:29:00,627 [Worker-2] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-24 21:41:12,606 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-24 21:45:02,903 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-24 21:48:00,527 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-24 23:41:21,153 [Worker-2] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-25 11:03:13,288 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2018-02-25 21:55:57,190 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:25:08,063 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2018-02-26 21:40:28,658 [Worker-7] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:43:06,144 [Worker-5] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:44:39,069 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:45:28,623 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:46:41,925 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:51:25,506 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:54:31,727 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:55:31,375 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:57:17,493 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:57:59,011 [Worker-5] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 21:58:55,999 [Worker-6] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-26 22:17:50,807 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-27 21:16:49,053 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-02-27 21:45:04,419 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2018-02-27 22:04:27,962 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-03-03 11:41:57,124 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2018-03-04 11:17:07,033 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-03-04 20:33:01,848 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2018-03-04 20:41:24,089 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-03-05 20:28:14,678 [Worker-1] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-03-05 21:02:30,292 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @2098180ms to org.eclipse.jetty.util.log.Slf4jLog
2018-03-05 21:02:30,492 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.7.v20170914
2018-03-05 21:02:30,530 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2018-03-05 21:02:30,530 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2018-03-05 21:02:30,530 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 660000ms
2018-03-05 21:02:30,577 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@3376db54{/help,null,AVAILABLE}
2018-03-05 21:02:30,628 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@3d5a08e3{HTTP/1.1,[http/1.1]}{127.0.0.1:59566}
2018-03-05 21:02:30,628 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @2098514ms
2018-03-05 23:17:59,018 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@3d5a08e3{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2018-03-05 23:17:59,022 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2018-03-05 23:17:59,331 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@3376db54{/help,null,UNAVAILABLE}
2018-03-06 19:49:16,441 [Worker-6] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-03-06 19:56:09,355 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @459546ms to org.eclipse.jetty.util.log.Slf4jLog
2018-03-06 19:56:09,539 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.7.v20170914
2018-03-06 19:56:09,585 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2018-03-06 19:56:09,585 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2018-03-06 19:56:09,587 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 660000ms
2018-03-06 19:56:09,666 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@13df0861{/help,null,AVAILABLE}
2018-03-06 19:56:09,711 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@7d53dbf7{HTTP/1.1,[http/1.1]}{127.0.0.1:60618}
2018-03-06 19:56:09,712 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @459898ms
2018-03-06 21:20:17,868 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@7d53dbf7{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2018-03-06 21:20:17,884 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2018-03-06 21:20:17,903 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@13df0861{/help,null,UNAVAILABLE}
2018-03-06 21:20:46,530 [Worker-8] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-03-06 21:29:14,642 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @532322ms to org.eclipse.jetty.util.log.Slf4jLog
2018-03-06 21:29:14,807 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.7.v20170914
2018-03-06 21:29:14,856 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2018-03-06 21:29:14,857 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2018-03-06 21:29:14,860 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 660000ms
